PointCount: 2009

Point 0: X: 104, Y: 345, Depth: -1
Point 566: X: 645.6, Y: 112.8, Depth: -1
Point 567: X: 633.6, Y: 112.8, Depth: -1
Point 568: X: 726, Y: 97.2, Depth: -1
Point 569: X: 709.2, Y: 100.8, Depth: -1
Point 570: X: 724.8, Y: 69.6, Depth: -1
Point 571: X: 700.8, Y: 72, Depth: -1
Point 572: X: 266.4, Y: 187.2, Depth: 17.009
Point 573: X: 250.8, Y: 176.4, Depth: 13.2274
Point 574: X: 273.6, Y: 160.8, Depth: -1
Point 575: X: 255.6, Y: 162, Depth: -1
Point 576: X: 723.6, Y: 50.4, Depth: -1
Point 577: X: 709.2, Y: 40.8, Depth: -1
Point 578: X: 718.8, Y: 24, Depth: -1
Point 579: X: 705.6, Y: 36, Depth: -1
Point 580: X: 416.4, Y: 216, Depth: 22.557
Point 581: X: 412.8, Y: 224.4, Depth: 23.5826
Point 582: X: 427.2, Y: 208.8, Depth: -1
Point 583: X: 402, Y: 194.4, Depth: -1
Point 584: X: 466.8, Y: 181.2, Depth: 62.2623
Point 585: X: 441.6, Y: 181.2, Depth: 43.9561
Point 586: X: 460.8, Y: 158.4, Depth: -1
Point 587: X: 450, Y: 157.2, Depth: 55.552
Point 588: X: 492, Y: 213.6, Depth: 33.1293
Point 589: X: 482.4, Y: 222, Depth: -1
Point 590: X: 490.8, Y: 189.6, Depth: -1
Point 591: X: 472.8, Y: 204, Depth: 29.4474
Point 592: X: 496.8, Y: 135.6, Depth: -1
Point 593: X: 475.2, Y: 129.6, Depth: -1
Point 594: X: 502.8, Y: 122.4, Depth: -1
Point 595: X: 483.6, Y: 110.4, Depth: -1
Point 596: X: 236.4, Y: 88.8, Depth: -1
Point 597: X: 225.6, Y: 91.2, Depth: -1
Point 598: X: 242.4, Y: 62.4, Depth: -1
Point 599: X: 217.2, Y: 82.8, Depth: -1
Point 600: X: 380.4, Y: 183.6, Depth: 24.564
Point 601: X: 370.8, Y: 183.6, Depth: 32.2365
Point 602: X: 381.6, Y: 151.2, Depth: 28.581
Point 603: X: 374.4, Y: 147.6, Depth: -1
Point 604: X: 268.8, Y: 130.8, Depth: -1
Point 605: X: 252, Y: 132, Depth: -1
Point 606: X: 264, Y: 121.2, Depth: -1
Point 607: X: 256.8, Y: 118.8, Depth: -1
Point 608: X: 692.4, Y: 61.2, Depth: -1
Point 609: X: 661.2, Y: 52.8, Depth: -1
Point 610: X: 693.6, Y: 34.8, Depth: -1
Point 611: X: 663.6, Y: 24, Depth: -1
Point 612: X: 603.6, Y: 182.4, Depth: -1
Point 613: X: 601.2, Y: 182.4, Depth: -1
Point 614: X: 610.8, Y: 160.8, Depth: -1
Point 615: X: 588, Y: 156, Depth: -1
Point 616: X: 505.2, Y: 171.6, Depth: -1
Point 617: X: 486, Y: 184.8, Depth: -1
Point 618: X: 489.6, Y: 160.8, Depth: 56.7099
Point 619: X: 481.2, Y: 160.8, Depth: 73.8612
Point 620: X: 643.2, Y: 58.8, Depth: -1
Point 621: X: 637.2, Y: 42, Depth: -1
Point 622: X: 640.8, Y: 22.8, Depth: -1
Point 623: X: 631.2, Y: 36, Depth: -1
Point 624: X: 303.6, Y: 103.2, Depth: -1
Point 625: X: 296.4, Y: 96, Depth: -1
Point 626: X: 315.6, Y: 82.8, Depth: -1
Point 627: X: 295.2, Y: 75.6, Depth: -1
Point 628: X: 277.2, Y: 97.2, Depth: -1
Point 629: X: 250.8, Y: 100.8, Depth: -1
Point 630: X: 270, Y: 75.6, Depth: -1
Point 631: X: 254.4, Y: 62.4, Depth: -1
Point 632: X: 571.2, Y: 182.4, Depth: -1
Point 633: X: 562.8, Y: 175.2, Depth: -1
Point 634: X: 579.6, Y: 166.8, Depth: -1
Point 635: X: 556.8, Y: 156, Depth: -1
Point 636: X: 427.2, Y: 172.8, Depth: -1
Point 637: X: 397.2, Y: 171.6, Depth: 51.5368
Point 638: X: 430.8, Y: 158.4, Depth: 47.302
Point 639: X: 400.8, Y: 150, Depth: -1
Point 640: X: 529.2, Y: 186, Depth: 53.0388
Point 641: X: 513.6, Y: 184.8, Depth: 56.1407
Point 642: X: 535.2, Y: 150, Depth: -1
Point 643: X: 510, Y: 152.4, Depth: -1
Point 644: X: 1090.8, Y: 192, Depth: -1
Point 645: X: 940.8, Y: 261.6, Depth: -1
Point 646: X: 986.4, Y: 198, Depth: -1
Point 647: X: 930, Y: 210, Depth: 14.9833
Point 648: X: 1012.8, Y: 258, Depth: -1
Point 649: X: 1028.4, Y: 207.6, Depth: -1
Point 650: X: 979.2, Y: 315.6, Depth: 7.03866
Point 651: X: 946.8, Y: 316.8, Depth: -1
Point 652: X: 969.6, Y: 285.6, Depth: -1
Point 653: X: 946.8, Y: 298.8, Depth: 7.66716
Point 654: X: 1063.2, Y: 336, Depth: 5.54139
Point 655: X: 997.2, Y: 318, Depth: 5.46525
Point 656: X: 1058.4, Y: 292.8, Depth: -1
Point 657: X: 1004.4, Y: 296.4, Depth: -1
Point 658: X: 1132.8, Y: 94.8, Depth: -1
Point 659: X: 1084.8, Y: 63.6, Depth: -1
Point 660: X: 1130.4, Y: 24, Depth: -1
Point 661: X: 1087.2, Y: 61.2, Depth: -1
Point 662: X: 1196.4, Y: 88.8, Depth: -1
Point 663: X: 1210.8, Y: 22.8, Depth: -1
Point 664: X: 1162.8, Y: 40.8, Depth: -1
Point 665: X: 1075.2, Y: 186, Depth: -1
Point 666: X: 1083.6, Y: 140.4, Depth: 6.70275
Point 667: X: 1215.6, Y: 178.8, Depth: -1
Point 668: X: 1191.6, Y: 112.8, Depth: -1
Point 669: X: 985.2, Y: 62.4, Depth: -1
Point 670: X: 925.2, Y: 74.4, Depth: -1
Point 671: X: 984, Y: 58.8, Depth: -1
Point 672: X: 1052.4, Y: 75.6, Depth: -1
Point 673: X: 1022.4, Y: 62.4, Depth: -1
Point 674: X: 1063.2, Y: 37.2, Depth: -1
Point 675: X: 1024.8, Y: 33.6, Depth: -1
Point 676: X: 969.6, Y: 187.2, Depth: -1
Point 677: X: 921.6, Y: 124.8, Depth: -1
Point 678: X: 1042.8, Y: 184.8, Depth: 11.2814
Point 679: X: 832.8, Y: 238.8, Depth: 9.14261
Point 680: X: 793.2, Y: 232.8, Depth: 11.2229
Point 681: X: 844.8, Y: 226.8, Depth: 11.2824
Point 682: X: 775.2, Y: 212.4, Depth: 11.7097
Point 683: X: 862.8, Y: 241.2, Depth: 11.4607
Point 684: X: 891.6, Y: 225.6, Depth: 17.27
Point 685: X: 861.6, Y: 202.8, Depth: -1
Point 686: X: 831.6, Y: 279.6, Depth: 9.65687
Point 687: X: 780, Y: 273.6, Depth: 10.9772
Point 688: X: 902.4, Y: 314.4, Depth: 8.12062
Point 689: X: 908.4, Y: 312, Depth: 8.17506
Point 690: X: 856.8, Y: 290.4, Depth: -1
Point 691: X: 658.8, Y: 258, Depth: 13.4694
Point 692: X: 657.6, Y: 237.6, Depth: 17.8737
Point 693: X: 664.8, Y: 199.2, Depth: -1
Point 694: X: 628.8, Y: 210, Depth: 32.1371
Point 695: X: 741.6, Y: 243.6, Depth: 14.0961
Point 696: X: 705.6, Y: 238.8, Depth: 17.0006
Point 697: X: 764.4, Y: 212.4, Depth: -1
Point 698: X: 696, Y: 195.6, Depth: 21.231
Point 699: X: 693.6, Y: 330, Depth: -1
Point 700: X: 644.4, Y: 333.6, Depth: 6.60928
Point 701: X: 655.2, Y: 304.8, Depth: 8.3581
Point 702: X: 811.2, Y: 82.8, Depth: -1
Point 703: X: 806.4, Y: 85.2, Depth: -1
Point 704: X: 844.8, Y: 52.8, Depth: -1
Point 705: X: 805.2, Y: 61.2, Depth: -1
Point 706: X: 912, Y: 93.6, Depth: -1
Point 707: X: 860.4, Y: 97.2, Depth: -1
Point 708: X: 882, Y: 33.6, Depth: -1
Point 709: X: 810, Y: 150, Depth: 22.8447
Point 710: X: 778.8, Y: 159.6, Depth: 23.3653
Point 711: X: 812.4, Y: 114, Depth: -1
Point 712: X: 807.6, Y: 114, Depth: -1
Point 713: X: 901.2, Y: 130.8, Depth: -1
Point 714: X: 859.2, Y: 139.2, Depth: 19.1277
Point 715: X: 746.4, Y: 98.4, Depth: -1
Point 716: X: 632.4, Y: 160.8, Depth: -1
Point 717: X: 740.4, Y: 158.4, Depth: 0
Point 718: X: 718.8, Y: 156, Depth: 45.4654
Point 719: X: 738, Y: 118.8, Depth: -1
Point 720: X: 538.8, Y: 232.8, Depth: 19.9051
Point 721: X: 480, Y: 268.8, Depth: 12.4417
Point 722: X: 589.2, Y: 236.4, Depth: 17.7617
Point 723: X: 541.2, Y: 340.8, Depth: 6.4978
Point 724: X: 470.4, Y: 320.4, Depth: 7.42185
Point 725: X: 511.2, Y: 298.8, Depth: 8.04495
Point 726: X: 482.4, Y: 272.4, Depth: -1
Point 727: X: 612, Y: 338.4, Depth: 6.44728
Point 728: X: 583.2, Y: 307.2, Depth: 8.09546
Point 729: X: 566.4, Y: 279.6, Depth: 10.3242
Point 730: X: 332.4, Y: 236.4, Depth: -1
Point 731: X: 358.8, Y: 189.6, Depth: -1
Point 732: X: 446.4, Y: 237.6, Depth: 20.3851
Point 733: X: 334.8, Y: 316.8, Depth: 8.99316
Point 734: X: 360, Y: 277.2, Depth: -1
Point 735: X: 351.6, Y: 279.6, Depth: -1
Point 736: X: 394.8, Y: 320.4, Depth: 8.36943
Point 737: X: 459.6, Y: 283.2, Depth: -1
Point 738: X: 398.4, Y: 272.4, Depth: 12.847
Point 739: X: 514.8, Y: 91.2, Depth: -1
Point 740: X: 597.6, Y: 98.4, Depth: -1
Point 741: X: 615.6, Y: 40.8, Depth: -1
Point 742: X: 610.8, Y: 129.6, Depth: -1
Point 743: X: 360, Y: 81.6, Depth: -1
Point 744: X: 355.2, Y: 90, Depth: -1
Point 745: X: 357.6, Y: 22.8, Depth: -1
Point 746: X: 405.6, Y: 64.8, Depth: -1
Point 747: X: 439.2, Y: 61.2, Depth: -1
Point 748: X: 416.4, Y: 61.2, Depth: -1
Point 749: X: 325.2, Y: 182.4, Depth: 35.8551
Point 750: X: 338.4, Y: 109.2, Depth: -1
Point 751: X: 404.4, Y: 128.4, Depth: -1
Point 752: X: 234, Y: 268.8, Depth: -1
Point 753: X: 190.8, Y: 261.6, Depth: -1
Point 754: X: 236.4, Y: 194.4, Depth: 14.5795
Point 755: X: 169.2, Y: 228, Depth: -1
Point 756: X: 319.2, Y: 237.6, Depth: -1
Point 757: X: 262.8, Y: 193.2, Depth: 20.0323
Point 758: X: 198, Y: 333.6, Depth: -1
Point 759: X: 216, Y: 272.4, Depth: 11.3229
Point 760: X: 193.2, Y: 273.6, Depth: -1
Point 761: X: 290.4, Y: 279.6, Depth: -1
Point 762: X: 249.6, Y: 272.4, Depth: -1
Point 763: X: 92.4, Y: 247.2, Depth: -1
Point 764: X: 22.8, Y: 255.6, Depth: -1
Point 765: X: 92.4, Y: 190.8, Depth: -1
Point 766: X: 30, Y: 192, Depth: -1
Point 767: X: 151.2, Y: 247.2, Depth: -1
Point 768: X: 100.8, Y: 243.6, Depth: -1
Point 769: X: 164.4, Y: 216, Depth: -1
Point 770: X: 76.8, Y: 333.6, Depth: -1
Point 771: X: 32.4, Y: 333.6, Depth: -1
Point 772: X: 60, Y: 280.8, Depth: 10.8079
Point 773: X: 55.2, Y: 274.8, Depth: 12.8121
Point 774: X: 141.6, Y: 339.6, Depth: -1
Point 775: X: 94.8, Y: 308.4, Depth: -1
Point 776: X: 208.8, Y: 46.8, Depth: -1
Point 777: X: 188.4, Y: 44.4, Depth: -1
Point 778: X: 214.8, Y: 184.8, Depth: -1
Point 779: X: 189.6, Y: 175.2, Depth: -1
Point 780: X: 237.6, Y: 110.4, Depth: -1
Point 781: X: 199.2, Y: 114, Depth: -1
Point 782: X: 282, Y: 126, Depth: -1
Point 783: X: 88.8, Y: 67.2, Depth: -1
Point 784: X: 70.8, Y: 54, Depth: -1
Point 785: X: 24, Y: 52.8, Depth: -1
Point 786: X: 157.2, Y: 76.8, Depth: -1
Point 787: X: 114, Y: 93.6, Depth: -1
Point 788: X: 144, Y: 24, Depth: -1
Point 789: X: 112.8, Y: 57.6, Depth: -1
Point 790: X: 70.8, Y: 175.2, Depth: -1
Point 791: X: 52.8, Y: 168, Depth: -1
Point 792: X: 84, Y: 122.4, Depth: -1
Point 793: X: 28.8, Y: 117.6, Depth: -1
Point 794: X: 160.8, Y: 186, Depth: 19.24
Point 795: X: 156, Y: 115.2, Depth: -1
Point 796: X: 108, Y: 127.2, Depth: -1
Point 797: X: 414.72, Y: 250.56, Depth: 17.0884
Point 798: X: 403.2, Y: 256.32, Depth: 15.9174
Point 799: X: 426.24, Y: 231.84, Depth: 22.4727
Point 800: X: 410.4, Y: 230.4, Depth: 23.3668
Point 801: X: 747.36, Y: 180, Depth: 32.7569
Point 802: X: 761.76, Y: 161.28, Depth: 29.9087
Point 803: X: 740.16, Y: 158.4, Depth: 13.1355
Point 804: X: 722.88, Y: 50.4, Depth: -1
Point 805: X: 707.04, Y: 44.64, Depth: -1
Point 806: X: 717.12, Y: 41.76, Depth: -1
Point 807: X: 698.4, Y: 27.36, Depth: -1
Point 808: X: 538.56, Y: 100.8, Depth: -1
Point 809: X: 512.64, Y: 92.16, Depth: -1
Point 810: X: 347.04, Y: 228.96, Depth: 18.2365
Point 811: X: 331.2, Y: 228.96, Depth: -1
Point 812: X: 339.84, Y: 188.64, Depth: 33.8382
Point 813: X: 338.4, Y: 188.64, Depth: -1
Point 814: X: 204.48, Y: 87.84, Depth: -1
Point 815: X: 191.52, Y: 76.32, Depth: -1
Point 816: X: 180, Y: 76.32, Depth: -1
Point 817: X: 380.16, Y: 254.88, Depth: 16.0531
Point 818: X: 375.84, Y: 256.32, Depth: 15.7896
Point 819: X: 384.48, Y: 230.4, Depth: 17.9111
Point 820: X: 315.36, Y: 226.08, Depth: 14.6917
Point 821: X: 285.12, Y: 211.68, Depth: 15.2185
Point 822: X: 309.6, Y: 195.84, Depth: 16.0277
Point 823: X: 288, Y: 197.28, Depth: -1
Point 824: X: 714.24, Y: 139.68, Depth: -1
Point 825: X: 707.04, Y: 136.8, Depth: -1
Point 826: X: 721.44, Y: 118.08, Depth: -1
Point 827: X: 696.96, Y: 118.08, Depth: -1
Point 828: X: 614.88, Y: 218.88, Depth: 25.728
Point 829: X: 593.28, Y: 217.44, Depth: 26.5559
Point 830: X: 603.36, Y: 195.84, Depth: -1
Point 831: X: 588.96, Y: 204.48, Depth: 38.6007
Point 832: X: 276.48, Y: 48.96, Depth: -1
Point 833: X: 253.44, Y: 61.92, Depth: -1
Point 834: X: 283.68, Y: 30.24, Depth: -1
Point 835: X: 249.12, Y: 31.68, Depth: -1
Point 836: X: 652.32, Y: 44.64, Depth: -1
Point 837: X: 624.96, Y: 60.48, Depth: -1
Point 838: X: 646.56, Y: 27.36, Depth: -1
Point 839: X: 620.64, Y: 36, Depth: -1
Point 840: X: 453.6, Y: 144, Depth: -1
Point 841: X: 444.96, Y: 144, Depth: -1
Point 842: X: 465.12, Y: 126.72, Depth: -1
Point 843: X: 434.88, Y: 112.32, Depth: -1
Point 844: X: 266.4, Y: 187.2, Depth: 17.009
Point 845: X: 250.56, Y: 177.12, Depth: 15.8358
Point 846: X: 273.6, Y: 161.28, Depth: -1
Point 847: X: 264.96, Y: 155.52, Depth: 0
Point 848: X: 656.64, Y: 100.8, Depth: -1
Point 849: X: 633.6, Y: 92.16, Depth: -1
Point 850: X: 639.36, Y: 77.76, Depth: -1
Point 851: X: 620.64, Y: 67.68, Depth: -1
Point 852: X: 303.84, Y: 53.28, Depth: -1
Point 853: X: 288, Y: 54.72, Depth: -1
Point 854: X: 306.72, Y: 41.76, Depth: -1
Point 855: X: 296.64, Y: 36, Depth: -1
Point 856: X: 676.8, Y: 102.24, Depth: -1
Point 857: X: 672.48, Y: 103.68, Depth: -1
Point 858: X: 684, Y: 83.52, Depth: -1
Point 859: X: 675.36, Y: 70.56, Depth: -1
Point 860: X: 692.64, Y: 60.48, Depth: -1
Point 861: X: 666.72, Y: 51.84, Depth: -1
Point 862: X: 694.08, Y: 34.56, Depth: -1
Point 863: X: 672.48, Y: 28.8, Depth: -1
Point 864: X: 250.56, Y: 256.32, Depth: 12.3247
Point 865: X: 280.8, Y: 243.36, Depth: -1
Point 866: X: 264.96, Y: 247.68, Depth: 12.4971
Point 867: X: 455.04, Y: 93.6, Depth: -1
Point 868: X: 449.28, Y: 87.84, Depth: -1
Point 869: X: 453.6, Y: 79.2, Depth: -1
Point 870: X: 446.4, Y: 73.44, Depth: -1
Point 871: X: 724.32, Y: 97.92, Depth: -1
Point 872: X: 708.48, Y: 102.24, Depth: -1
Point 873: X: 715.68, Y: 83.52, Depth: -1
Point 874: X: 705.6, Y: 73.44, Depth: -1
Point 875: X: 496.8, Y: 135.36, Depth: -1
Point 876: X: 475.2, Y: 129.6, Depth: -1
Point 877: X: 491.04, Y: 113.76, Depth: -1
Point 878: X: 483.84, Y: 110.88, Depth: -1
Point 879: X: 377.28, Y: 336.96, Depth: -1
Point 880: X: 362.88, Y: 334.08, Depth: 7.42444
Point 881: X: 385.92, Y: 321.12, Depth: -1
Point 882: X: 370.08, Y: 316.8, Depth: 8.56182
Point 883: X: 466.56, Y: 181.44, Depth: 56.5202
Point 884: X: 442.08, Y: 181.44, Depth: 42.9736
Point 885: X: 460.8, Y: 158.4, Depth: -1
Point 886: X: 450.72, Y: 156.96, Depth: 55.8758
Point 887: X: 492.48, Y: 213.12, Depth: 33.5688
Point 888: X: 488.16, Y: 216, Depth: 31.1967
Point 889: X: 492.48, Y: 190.08, Depth: -1
Point 890: X: 472.32, Y: 203.04, Depth: 31.7613
Point 891: X: 273.6, Y: 128.16, Depth: -1
Point 892: X: 256.32, Y: 138.24, Depth: -1
Point 893: X: 280.8, Y: 122.4, Depth: -1
Point 894: X: 257.76, Y: 118.08, Depth: -1
Point 895: X: 234.72, Y: 89.28, Depth: -1
Point 896: X: 220.32, Y: 100.8, Depth: -1
Point 897: X: 246.24, Y: 80.64, Depth: -1
Point 898: X: 217.44, Y: 82.08, Depth: -1
Point 899: X: 603.36, Y: 182.88, Depth: -1
Point 900: X: 599.04, Y: 172.8, Depth: -1
Point 901: X: 613.44, Y: 155.52, Depth: -1
Point 902: X: 588.96, Y: 156.96, Depth: -1
Point 903: X: 506.88, Y: 87.84, Depth: -1
Point 904: X: 473.76, Y: 90.72, Depth: -1
Point 905: X: 502.56, Y: 82.08, Depth: -1
Point 906: X: 475.2, Y: 66.24, Depth: -1
Point 907: X: 380.16, Y: 182.88, Depth: 25.5533
Point 908: X: 368.64, Y: 175.68, Depth: -1
Point 909: X: 383.04, Y: 156.96, Depth: 0
Point 910: X: 374.4, Y: 148.32, Depth: -1
Point 911: X: 423.36, Y: 216, Depth: -1
Point 912: X: 407.52, Y: 220.32, Depth: -1
Point 913: X: 420.48, Y: 205.92, Depth: 22.7265
Point 914: X: 403.2, Y: 200.16, Depth: 22.4514
Point 915: X: 426.24, Y: 172.8, Depth: -1
Point 916: X: 403.2, Y: 181.44, Depth: 29.3759
Point 917: X: 430.56, Y: 158.4, Depth: 51.2829
Point 918: X: 400.32, Y: 149.76, Depth: -1
Point 919: X: 570.24, Y: 181.44, Depth: -1
Point 920: X: 558.72, Y: 182.88, Depth: -1
Point 921: X: 578.88, Y: 167.04, Depth: -1
Point 922: X: 555.84, Y: 158.4, Depth: -1
Point 923: X: 312.48, Y: 89.28, Depth: -1
Point 924: X: 296.64, Y: 96.48, Depth: -1
Point 925: X: 313.92, Y: 84.96, Depth: -1
Point 926: X: 292.32, Y: 83.52, Depth: -1
Point 927: X: 280.8, Y: 92.16, Depth: -1
Point 928: X: 250.56, Y: 100.8, Depth: -1
Point 929: X: 282.24, Y: 82.08, Depth: -1
Point 930: X: 253.44, Y: 69.12, Depth: -1
Point 931: X: 495.36, Y: 172.8, Depth: 66.8169
Point 932: X: 488.16, Y: 182.88, Depth: -1
Point 933: X: 499.68, Y: 165.6, Depth: 55.9949
Point 934: X: 480.96, Y: 159.84, Depth: 61.8902
Point 935: X: 528.48, Y: 187.2, Depth: 41.1798
Point 936: X: 512.64, Y: 184.32, Depth: -1
Point 937: X: 535.68, Y: 151.2, Depth: -1
Point 938: X: 525.6, Y: 152.64, Depth: -1
Point 939: X: 1091.52, Y: 200.16, Depth: -1
Point 940: X: 983.52, Y: 216, Depth: 14.1499
Point 941: X: 930.24, Y: 210.24, Depth: 15.084
Point 942: X: 1012.32, Y: 257.76, Depth: -1
Point 943: X: 1039.68, Y: 198.72, Depth: -1
Point 944: X: 996.48, Y: 197.28, Depth: 14.4096
Point 945: X: 959.04, Y: 295.2, Depth: -1
Point 946: X: 954.72, Y: 280.8, Depth: -1
Point 947: X: 1062.72, Y: 335.52, Depth: -1
Point 948: X: 997.92, Y: 324, Depth: -1
Point 949: X: 1056.96, Y: 292.32, Depth: -1
Point 950: X: 1133.28, Y: 93.6, Depth: -1
Point 951: X: 1081.44, Y: 87.84, Depth: -1
Point 952: X: 1107.36, Y: 38.88, Depth: -1
Point 953: X: 1085.76, Y: 63.36, Depth: -1
Point 954: X: 1211.04, Y: 27.36, Depth: -1
Point 955: X: 1163.52, Y: 41.76, Depth: -1
Point 956: X: 1084.32, Y: 180, Depth: -1
Point 957: X: 1101.6, Y: 113.76, Depth: 6.23879
Point 958: X: 1205.28, Y: 168.48, Depth: -1
Point 959: X: 1192.32, Y: 112.32, Depth: -1
Point 960: X: 924.48, Y: 86.4, Depth: -1
Point 961: X: 984.96, Y: 61.92, Depth: -1
Point 962: X: 1052.64, Y: 76.32, Depth: -1
Point 963: X: 1015.2, Y: 64.8, Depth: -1
Point 964: X: 1062.72, Y: 37.44, Depth: -1
Point 965: X: 1025.28, Y: 33.12, Depth: -1
Point 966: X: 969.12, Y: 151.2, Depth: -1
Point 967: X: 923.04, Y: 123.84, Depth: -1
Point 968: X: 1059.84, Y: 185.76, Depth: -1
Point 969: X: 793.44, Y: 233.28, Depth: 11.3398
Point 970: X: 843.84, Y: 188.64, Depth: -1
Point 971: X: 776.16, Y: 213.12, Depth: 11.6453
Point 972: X: 895.68, Y: 244.8, Depth: 13.0262
Point 973: X: 856.8, Y: 241.92, Depth: 11.3436
Point 974: X: 891.36, Y: 224.64, Depth: 17.3457
Point 975: X: 845.28, Y: 228.96, Depth: -1
Point 976: X: 832.32, Y: 279.36, Depth: -1
Point 977: X: 779.04, Y: 270.72, Depth: -1
Point 978: X: 911.52, Y: 313.92, Depth: -1
Point 979: X: 859.68, Y: 315.36, Depth: 8.02924
Point 980: X: 885.6, Y: 295.2, Depth: -1
Point 981: X: 858.24, Y: 290.88, Depth: -1
Point 982: X: 658.08, Y: 237.6, Depth: 17.8733
Point 983: X: 649.44, Y: 237.6, Depth: 17.7931
Point 984: X: 663.84, Y: 198.72, Depth: -1
Point 985: X: 629.28, Y: 210.24, Depth: 32.1619
Point 986: X: 741.6, Y: 243.36, Depth: 13.9768
Point 987: X: 707.04, Y: 240.48, Depth: 17.2846
Point 988: X: 760.32, Y: 213.12, Depth: -1
Point 989: X: 696.96, Y: 195.84, Depth: -1
Point 990: X: 682.56, Y: 313.92, Depth: 7.25654
Point 991: X: 656.64, Y: 305.28, Depth: 8.32797
Point 992: X: 810.72, Y: 82.08, Depth: -1
Point 993: X: 806.4, Y: 84.96, Depth: -1
Point 994: X: 810.72, Y: 50.4, Depth: -1
Point 995: X: 804.96, Y: 60.48, Depth: -1
Point 996: X: 882.72, Y: 92.16, Depth: -1
Point 997: X: 859.68, Y: 99.36, Depth: -1
Point 998: X: 882.72, Y: 33.12, Depth: -1
Point 999: X: 845.28, Y: 51.84, Depth: -1
Point 1000: X: 815.04, Y: 187.2, Depth: 0.599724
Point 1001: X: 813.6, Y: 113.76, Depth: -1
Point 1002: X: 776.16, Y: 123.84, Depth: -1
Point 1003: X: 858.24, Y: 148.32, Depth: -1
Point 1004: X: 901.44, Y: 129.6, Depth: -1
Point 1005: X: 745.92, Y: 97.92, Depth: -1
Point 1006: X: 744.48, Y: 46.08, Depth: -1
Point 1007: X: 665.28, Y: 156.96, Depth: 49.1401
Point 1008: X: 632.16, Y: 161.28, Depth: -1
Point 1009: X: 672.48, Y: 110.88, Depth: -1
Point 1010: X: 646.56, Y: 112.32, Depth: -1
Point 1011: X: 721.44, Y: 151.2, Depth: 45.1358
Point 1012: X: 745.92, Y: 118.08, Depth: -1
Point 1013: X: 538.56, Y: 233.28, Depth: 19.73
Point 1014: X: 480.96, Y: 266.4, Depth: 12.8377
Point 1015: X: 519.84, Y: 192.96, Depth: -1
Point 1016: X: 587.52, Y: 252, Depth: 14.2191
Point 1017: X: 550.08, Y: 237.6, Depth: 17.9873
Point 1018: X: 560.16, Y: 188.64, Depth: -1
Point 1019: X: 489.6, Y: 313.92, Depth: -1
Point 1020: X: 534.24, Y: 275.04, Depth: -1
Point 1021: X: 480.96, Y: 273.6, Depth: -1
Point 1022: X: 588.96, Y: 318.24, Depth: -1
Point 1023: X: 580.32, Y: 326.88, Depth: 7.39021
Point 1024: X: 583.2, Y: 306.72, Depth: 8.08805
Point 1025: X: 555.84, Y: 311.04, Depth: 7.90587
Point 1026: X: 336.96, Y: 233.28, Depth: 19.0144
Point 1027: X: 358.56, Y: 188.64, Depth: 0
Point 1028: X: 446.4, Y: 237.6, Depth: 20.3851
Point 1029: X: 439.2, Y: 204.48, Depth: 28.9375
Point 1030: X: 334.08, Y: 316.8, Depth: 8.98795
Point 1031: X: 351.36, Y: 279.36, Depth: -1
Point 1032: X: 447.84, Y: 316.8, Depth: 7.77359
Point 1033: X: 429.12, Y: 321.12, Depth: 7.7874
Point 1034: X: 465.12, Y: 276.48, Depth: 12.0414
Point 1035: X: 397.44, Y: 272.16, Depth: 12.7745
Point 1036: X: 597.6, Y: 99.36, Depth: -1
Point 1037: X: 616.32, Y: 40.32, Depth: -1
Point 1038: X: 508.32, Y: 141.12, Depth: -1
Point 1039: X: 610.56, Y: 129.6, Depth: -1
Point 1040: X: 558.72, Y: 109.44, Depth: -1
Point 1041: X: 362.88, Y: 79.2, Depth: -1
Point 1042: X: 354.24, Y: 90.72, Depth: -1
Point 1043: X: 367.2, Y: 41.76, Depth: -1
Point 1044: X: 347.04, Y: 41.76, Depth: -1
Point 1045: X: 398.88, Y: 105.12, Depth: -1
Point 1046: X: 434.88, Y: 60.48, Depth: -1
Point 1047: X: 430.56, Y: 61.92, Depth: -1
Point 1048: X: 345.6, Y: 181.44, Depth: -1
Point 1049: X: 394.56, Y: 128.16, Depth: -1
Point 1050: X: 338.4, Y: 109.44, Depth: -1
Point 1051: X: 404.64, Y: 128.16, Depth: -1
Point 1052: X: 244.8, Y: 250.56, Depth: -1
Point 1053: X: 188.64, Y: 259.2, Depth: 11.2738
Point 1054: X: 236.16, Y: 194.4, Depth: 16.3142
Point 1055: X: 198.72, Y: 204.48, Depth: -1
Point 1056: X: 315.36, Y: 231.84, Depth: -1
Point 1057: X: 262.08, Y: 192.96, Depth: 18.7048
Point 1058: X: 239.04, Y: 318.24, Depth: 9.51941
Point 1059: X: 198.72, Y: 334.08, Depth: -1
Point 1060: X: 218.88, Y: 279.36, Depth: -1
Point 1061: X: 190.08, Y: 270.72, Depth: 11.0623
Point 1062: X: 296.64, Y: 321.12, Depth: 8.85115
Point 1063: X: 249.12, Y: 313.92, Depth: -1
Point 1064: X: 289.44, Y: 279.36, Depth: 13.0591
Point 1065: X: 249.12, Y: 272.16, Depth: -1
Point 1066: X: 93.6, Y: 241.92, Depth: 12.6503
Point 1067: X: 28.8, Y: 263.52, Depth: -1
Point 1068: X: 92.16, Y: 191.52, Depth: -1
